model_name,mae_hours,rmse_hours,r2,fit_time_s
ridge,20.47245945097383,24.390870340387334,0.13958734729019318,0.05254197120666504
random_forest,9.570596472819947,15.035502699170797,0.6730449128238083,8.456353187561035
xgboost,10.722652610893476,15.425753876705642,0.655852207086774,1.1132850646972656
mlp,11.892640188751944,16.658190929758106,0.598664234468294,11.88052248954773
