model_name,accuracy,macro_f1,weighted_f1,fit_time_s
logistic_regression,0.4349112426035503,0.3454224995114221,0.47022109187719724,0.043413639068603516
random_forest,0.5414201183431953,0.4192632546221824,0.5425018526318635,0.3829371929168701
xgboost,0.5710059171597633,0.39604093920673294,0.5376098176429794,1.238938570022583
mlp,0.5650887573964497,0.3267439431913116,0.5003480100646093,0.47542619705200195
