model_name,mae_hours,rmse_hours,r2,fit_time_s
ridge,20.47245945097383,24.390870340387334,0.13958734729019318,0.02314591407775879
random_forest,9.570596472819949,15.035502699170795,0.6730449128238083,3.8467371463775635
xgboost,10.722652610893476,15.425753876705642,0.655852207086774,0.5453026294708252
mlp,11.892640188751944,16.658190929758106,0.598664234468294,6.79651951789856
